Unnamed: 0,star_rating,review_title,review_content,date_of_rating,date_of_experience,reviewer_name,num_reviews,country,review_link,profile_link,title_clean,title_clean_lower,content_clean,content_clean_lower
65ce85f6553895f8d629b85f,5,Highly Professional Expertise & Quality Deliverables,Highly professional experts who produce high quality deliverables in a timely fashion,2024-02-15T23:45:27.000Z,"February 09, 2024",Chessmark,1,US,https://www.trustpilot.com/reviews/65ce85f6553895f8d629b85f,https://www.trustpilot.com/users/65ce85ea8aeb1d0013fd49fd,Highly Professional Expertise & Quality Deliverables,highly professional expertise & quality deliverables,Highly professional experts who produce high quality deliverables in a timely fashion,highly professional experts who produce high quality deliverables in a timely fashion
656f555badf63edb00233e37,4,Good,"The person I hired was professional but the site is a bit sticky/random with communications between customers and pro's. P.S. Make sure you copyright everything/all before you distribute anywhere on the internet. Not that I experienced anything on this site, but just saying.",2023-12-05T18:52:44.000Z,"November 16, 2023",Ady,3,GB,https://www.trustpilot.com/reviews/656f555badf63edb00233e37,https://www.trustpilot.com/users/652bd382c7ebdb0013bea0b2,Good,good,"The person I hired was professional but the site is a bit sticky/random with communications between customers and pro's. P.S. Make sure you copyright everything/all before you distribute anywhere on the internet. Not that I experienced anything on this site, but just saying.","the person i hired was professional but the site is a bit sticky/random with communications between customers and pro's. p.s. make sure you copyright everything/all before you distribute anywhere on the internet. not that i experienced anything on this site, but just saying."
64f6515c2b807d30745e21d4,1,Not all their producers are good.,"I hired someone who is supposedly a top tier producer and mixing engineer.I received a very amateurish service.Couldn't master my track properly and took the intro out completely after messing it up.After several attempts the results were abysmal,nobody liked the final mastered version of the track!It was money well wasted.I mastered it myself in the end,even Landr or e-mastered could do a muchbetter job.",2024-01-24T20:24:50.000Z,"March 22, 2023",Customer,7,GB,https://www.trustpilot.com/reviews/64f6515c2b807d30745e21d4,https://www.trustpilot.com/users/5b3242054de5666d34ae603e,Not all their producers are good.,not all their producers are good.,"I hired someone who is supposedly a top tier producer and mixing engineer.I received a very amateurish service.Couldn't master my track properly and took the intro out completely after messing it up.After several attempts the results were abysmal,nobody liked the final mastered version of the track!It was money well wasted.I mastered it myself in the end,even Landr or e-mastered could do a muchbetter job.","i hired someone who is supposedly a top tier producer and mixing engineer.i received a very amateurish service.couldn't master my track properly and took the intro out completely after messing it up.after several attempts the results were abysmal,nobody liked the final mastered version of the track!it was money well wasted.i mastered it myself in the end,even landr or e-mastered could do a muchbetter job."
65ce7fa891ad1306433cbe0e,5,Great Musician's Resource,An excellent resource for finding musicians and music production specialists.,2024-02-15T23:18:33.000Z,"February 12, 2024",Rob Knapp,1,US,https://www.trustpilot.com/reviews/65ce7fa891ad1306433cbe0e,https://www.trustpilot.com/users/65ce7f9d9663cd001314d638,Great Musician's Resource,great musician's resource,An excellent resource for finding musicians and music production specialists.,an excellent resource for finding musicians and music production specialists.
65809bca8456cb37618d0ccc,1,Sound Better Support and the Seller tried to Hustle Me,"I placed an order with a producer on this platform and while he took at one point four days to respond to a question I thought maybe after I pay and he sees i’m a serious buyer he will treat me accordingly. No, he had poor communication and wouldn’t even confirm receipt of my order, no explanation of the process, what i can expect, when i can expect to hear from him etc so i messaged Sound Better and requested a refund. Sound better then takes my communication and shares it with the seller so the seller then reaches out to me using my communication to Sound Better against me.I had already told the seller to void my order before he had even seen the order bc so many days had passed. But right when i email the platform to cancel the seller emails me and says he will be done with my order shortly.Wow, so you go from never seeing the order details (as you can see when someone views your messages on the platform) to almost being done with building a custom beat around my vocals and can send it to me that day? SmhHe was lying so he could make an argument to keep my money because Sound Better was relaying my emails to him. Shady business practices. You would think the platform is neutral and working to assist with a resolve not working against buyers bc they want to keep the money so desperately. How unethical.",2023-12-18T21:21:47.000Z,"December 18, 2023",Cj,2,US,https://www.trustpilot.com/reviews/65809bca8456cb37618d0ccc,https://www.trustpilot.com/users/65809baa302f560013437914,Sound Better Support and the Seller tried to Hustle Me,sound better support and the seller tried to hustle me,"I placed an order with a producer on this platform and while he took at one point four days to respond to a question I thought maybe after I pay and he sees i’m a serious buyer he will treat me accordingly. No, he had poor communication and wouldn’t even confirm receipt of my order, no explanation of the process, what i can expect, when i can expect to hear from him etc so i messaged Sound Better and requested a refund. Sound better then takes my communication and shares it with the seller so the seller then reaches out to me using my communication to Sound Better against me.I had already told the seller to void my order before he had even seen the order bc so many days had passed. But right when i email the platform to cancel the seller emails me and says he will be done with my order shortly.Wow, so you go from never seeing the order details (as you can see when someone views your messages on the platform) to almost being done with building a custom beat around my vocals and can send it to me that day? SmhHe was lying so he could make an argument to keep my money because Sound Better was relaying my emails to him. Shady business practices. You would think the platform is neutral and working to assist with a resolve not working against buyers bc they want to keep the money so desperately. How unethical.","i placed an order with a producer on this platform and while he took at one point four days to respond to a question i thought maybe after i pay and he sees i’m a serious buyer he will treat me accordingly. no, he had poor communication and wouldn’t even confirm receipt of my order, no explanation of the process, what i can expect, when i can expect to hear from him etc so i messaged sound better and requested a refund. sound better then takes my communication and shares it with the seller so the seller then reaches out to me using my communication to sound better against me.i had already told the seller to void my order before he had even seen the order bc so many days had passed. but right when i email the platform to cancel the seller emails me and says he will be done with my order shortly.wow, so you go from never seeing the order details (as you can see when someone views your messages on the platform) to almost being done with building a custom beat around my vocals and can send it to me that day? smhhe was lying so he could make an argument to keep my money because sound better was relaying my emails to him. shady business practices. you would think the platform is neutral and working to assist with a resolve not working against buyers bc they want to keep the money so desperately. how unethical."
633fabecb67840c2ab2a7503,5,SoundsBetter makes it possible (and easy) work with A-List music-industry talent,"I hired a vocalist and a mix engineer via SoundBetter and planning to keep using it. The overall quality of the musicians on offer far exceeds competitors like Fiverr and it is almost shocking to have access to some of the talent that's available.The website itself is simple and straightforward. It gives an easy way to choose a pro, send messages, share files pay and everything you might expect. It's also nice that the price you're being offered is the price you pay (no hidden costs). I highly recommend.",2022-10-07T06:32:45.000Z,"October 07, 2022",Isaac Hagoel,3,AU,https://www.trustpilot.com/reviews/633fabecb67840c2ab2a7503,https://www.trustpilot.com/users/62da725b2b646500123ffb79,SoundsBetter makes it possible (and easy) work with A-List music-industry talent,soundsbetter makes it possible (and easy) work with a-list music-industry talent,"I hired a vocalist and a mix engineer via SoundBetter and planning to keep using it. The overall quality of the musicians on offer far exceeds competitors like Fiverr and it is almost shocking to have access to some of the talent that's available.The website itself is simple and straightforward. It gives an easy way to choose a pro, send messages, share files pay and everything you might expect. It's also nice that the price you're being offered is the price you pay (no hidden costs). I highly recommend.","i hired a vocalist and a mix engineer via soundbetter and planning to keep using it. the overall quality of the musicians on offer far exceeds competitors like fiverr and it is almost shocking to have access to some of the talent that's available.the website itself is simple and straightforward. it gives an easy way to choose a pro, send messages, share files pay and everything you might expect. it's also nice that the price you're being offered is the price you pay (no hidden costs). i highly recommend."
649c622d5594f01ee5b4fd12,5,I Had a perfect experience With TSL,"I Had a perfect experience TSL is Definitely The Best Producer I have ever Worked With Soundbetter.com Needs more people like him. He was nice, professional, and his work was the highest quality I've experienced beforeMy Soundbetter.com Account Name is Dan WingI have a Verified 5 star Review for Him on Soundbetter",2023-06-28T18:39:09.000Z,"June 23, 2023",Bagelboy Official,1,US,https://www.trustpilot.com/reviews/649c622d5594f01ee5b4fd12,https://www.trustpilot.com/users/649c60673006ac0012f6ad2c,I Had a perfect experience With TSL,i had a perfect experience with tsl,"I Had a perfect experience TSL is Definitely The Best Producer I have ever Worked With Soundbetter.com Needs more people like him. He was nice, professional, and his work was the highest quality I've experienced beforeMy Soundbetter.com Account Name is Dan WingI have a Verified 5 star Review for Him on Soundbetter","i had a perfect experience tsl is definitely the best producer i have ever worked with soundbetter.com needs more people like him. he was nice, professional, and his work was the highest quality i've experienced beforemy soundbetter.com account name is dan wingi have a verified 5 star review for him on soundbetter"
6441b760eab693f91ae7e5fd,1,Could be better,"My only disgust is that not one thing was mentioned in your email about leaving a “review”, of how Soundbetter could help me as an artist.At least include for the artist a 10% discount code for trying to leave a review. Or much less, the appreciation to the artist in that email using this site would be better.",2023-04-21T00:06:24.000Z,"April 20, 2023",Angl Traps,1,US,https://www.trustpilot.com/reviews/6441b760eab693f91ae7e5fd,https://www.trustpilot.com/users/6441b74e42265700133624cb,Could be better,could be better,"My only disgust is that not one thing was mentioned in your email about leaving a “review”, of how Soundbetter could help me as an artist.At least include for the artist a 10% discount code for trying to leave a review. Or much less, the appreciation to the artist in that email using this site would be better.","my only disgust is that not one thing was mentioned in your email about leaving a “review”, of how soundbetter could help me as an artist.at least include for the artist a 10% discount code for trying to leave a review. or much less, the appreciation to the artist in that email using this site would be better."
61019187f9f487044c4b12b1,5,"We did a reamake of the hit ""Rock Your Baby""","We did a reamake of the hit Rock Your Baby"" and 2 other songs on this project. We also did over 30projects on Soundbetter on 2 different accounts. i only had one unusual experience a few months ago where the singer vanished.lol.Okay,about that latest projecy every thing went smoothly on what I produced with 2 others from theSoundbetter site.the project is already streaming on Spotify and all other platforms.",2021-07-28T17:19:03.000Z,"July 28, 2021",Frank Fvanti,1,US,https://www.trustpilot.com/reviews/61019187f9f487044c4b12b1,https://www.trustpilot.com/users/610191215efa540012c83adb,"We did a reamake of the hit ""Rock Your Baby""","we did a reamake of the hit ""rock your baby""","We did a reamake of the hit Rock Your Baby"" and 2 other songs on this project. We also did over 30projects on Soundbetter on 2 different accounts. i only had one unusual experience a few months ago where the singer vanished.lol.Okay,about that latest projecy every thing went smoothly on what I produced with 2 others from theSoundbetter site.the project is already streaming on Spotify and all other platforms.","we did a reamake of the hit rock your baby"" and 2 other songs on this project. we also did over 30projects on soundbetter on 2 different accounts. i only had one unusual experience a few months ago where the singer vanished.lol.okay,about that latest projecy every thing went smoothly on what i produced with 2 others from thesoundbetter site.the project is already streaming on spotify and all other platforms."
634803e59b12f67dfee00d5e,4,Great platform,"Great platform. I am not sure how the rankings work, but it is quite hard to be found if you do not have consistent work coming in, although you may be doing a great job, it will depend a lot on being a grammy nominated individual or trying to bring outside customers to the platform. Although having tried that, they will take 8% fee or more altogether without a guarantee your profile will be pushed higher. I guess there's work to do on both sides, I'll keep experimenting to see what works.",2022-10-13T14:26:13.000Z,"October 13, 2022",Morgan Bosc,5,GB,https://www.trustpilot.com/reviews/634803e59b12f67dfee00d5e,https://www.trustpilot.com/users/5edf47942bbe548e59e0f617,Great platform,great platform,"Great platform. I am not sure how the rankings work, but it is quite hard to be found if you do not have consistent work coming in, although you may be doing a great job, it will depend a lot on being a grammy nominated individual or trying to bring outside customers to the platform. Although having tried that, they will take 8% fee or more altogether without a guarantee your profile will be pushed higher. I guess there's work to do on both sides, I'll keep experimenting to see what works.","great platform. i am not sure how the rankings work, but it is quite hard to be found if you do not have consistent work coming in, although you may be doing a great job, it will depend a lot on being a grammy nominated individual or trying to bring outside customers to the platform. although having tried that, they will take 8% fee or more altogether without a guarantee your profile will be pushed higher. i guess there's work to do on both sides, i'll keep experimenting to see what works."
650a184e855c13f2e76e7799,5,Great platform to earn some extra…,Great platform to earn some extra income as a singer! Would definitely recommend!,2023-09-19T23:53:18.000Z,"September 19, 2023",Milan Mash,2,NL,https://www.trustpilot.com/reviews/650a184e855c13f2e76e7799,https://www.trustpilot.com/users/6509e061131dcf00116fec95,Great platform to earn some extra…,great platform to earn some extra…,Great platform to earn some extra income as a singer! Would definitely recommend!,great platform to earn some extra income as a singer! would definitely recommend!
64e89814173395c78cd4efbc,1,This website is such a scam,This website is such a scam. They do not protect their artists from people trying to take advantage of their work. They stop replying to your emails the second you need assistance.,2023-08-25T14:01:24.000Z,"August 25, 2023",Maylyn,1,US,https://www.trustpilot.com/reviews/64e89814173395c78cd4efbc,https://www.trustpilot.com/users/64e898097f23b0001274f4a0,This website is such a scam,this website is such a scam,This website is such a scam. They do not protect their artists from people trying to take advantage of their work. They stop replying to your emails the second you need assistance.,this website is such a scam. they do not protect their artists from people trying to take advantage of their work. they stop replying to your emails the second you need assistance.
649dd26c1b4c68ec0951e23a,5,"I've worked with those musicians and mixers several times now, and each time it's been a wonderful discovery. I won't hesitate to repeat the experience as soon as I can","Before being professional and attentive, they are all very professional, and it's a real pleasure to work with these wonderful people. Bravo and to all these wonderful artists and to SoundBetter,",2023-06-29T20:50:20.000Z,"June 29, 2023",Jeen K,1,FR,https://www.trustpilot.com/reviews/649dd26c1b4c68ec0951e23a,https://www.trustpilot.com/users/649dd252f3b04b0011ad6eb9,"I've worked with those musicians and mixers several times now, and each time it's been a wonderful discovery. I won't hesitate to repeat the experience as soon as I can","i've worked with those musicians and mixers several times now, and each time it's been a wonderful discovery. i won't hesitate to repeat the experience as soon as i can","Before being professional and attentive, they are all very professional, and it's a real pleasure to work with these wonderful people. Bravo and to all these wonderful artists and to SoundBetter,","before being professional and attentive, they are all very professional, and it's a real pleasure to work with these wonderful people. bravo and to all these wonderful artists and to soundbetter,"
649bdfe44e3f18d02966dd4b,5,Great service from a great person,,2023-06-28T09:23:16.000Z,"June 08, 2023",Gavin Edwards,4,GB,https://www.trustpilot.com/reviews/649bdfe44e3f18d02966dd4b,https://www.trustpilot.com/users/5ebd42222427952af849f343,Great service from a great person,great service from a great person,,
649b72f254b31683be8c96b1,5,Great,"Meg was great, she did a fantastic job!!! SoundBetter is an awesome site for people to connect on projects.",2023-06-28T01:38:26.000Z,"June 23, 2023",Lindsey,1,US,https://www.trustpilot.com/reviews/649b72f254b31683be8c96b1,https://www.trustpilot.com/users/649b72e32906af0012f0c25e,Great,great,"Meg was great, she did a fantastic job!!! SoundBetter is an awesome site for people to connect on projects.","meg was great, she did a fantastic job!!! soundbetter is an awesome site for people to connect on projects."
649b501531fa2d8ec7f5b490,5,Great working with Warren P,"Great working with Warren P. I was really impressed with his vocals, made me proud that he put such emotion in this song means a lot to me. SoundBetter thanks for giving a simple musician like me to shine.",2023-06-27T23:09:41.000Z,"June 12, 2023",D varela,1,US,https://www.trustpilot.com/reviews/649b501531fa2d8ec7f5b490,https://www.trustpilot.com/users/649b2652a14cbb00110c6863,Great working with Warren P,great working with warren p,"Great working with Warren P. I was really impressed with his vocals, made me proud that he put such emotion in this song means a lot to me. SoundBetter thanks for giving a simple musician like me to shine.","great working with warren p. i was really impressed with his vocals, made me proud that he put such emotion in this song means a lot to me. soundbetter thanks for giving a simple musician like me to shine."
649b40ef6812d2e0a38b0ca5,5,Connection with Clients,"Getting connected with serious clients looking for production work, as well as a great selection of musicians for hire has been a real game changer. I'm very pleased with SoundBetter overall!",2023-06-27T22:05:03.000Z,"June 23, 2023",Nate,3,US,https://www.trustpilot.com/reviews/649b40ef6812d2e0a38b0ca5,https://www.trustpilot.com/users/610955f03c9cae0012a61714,Connection with Clients,connection with clients,"Getting connected with serious clients looking for production work, as well as a great selection of musicians for hire has been a real game changer. I'm very pleased with SoundBetter overall!","getting connected with serious clients looking for production work, as well as a great selection of musicians for hire has been a real game changer. i'm very pleased with soundbetter overall!"
649b331eb6a1d74d7c17b9e8,5,best platform for hiring session…,best platform for hiring session musicians and engineers,2023-06-27T21:06:06.000Z,"June 22, 2023",Idan Altman,6,NL,https://www.trustpilot.com/reviews/649b331eb6a1d74d7c17b9e8,https://www.trustpilot.com/users/5cef92fd789d343fc3ee03e9,best platform for hiring session…,best platform for hiring session…,best platform for hiring session musicians and engineers,best platform for hiring session musicians and engineers
649b2c02aff8482bea6a84e7,5,Great hub for musicians,Great hub for musicians. Only used once but was very happy with the process and results.,2023-06-27T20:35:46.000Z,"June 23, 2023",Mark,1,US,https://www.trustpilot.com/reviews/649b2c02aff8482bea6a84e7,https://www.trustpilot.com/users/649b2be3fa81aa0012bd53a3,Great hub for musicians,great hub for musicians,Great hub for musicians. Only used once but was very happy with the process and results.,great hub for musicians. only used once but was very happy with the process and results.
649b2511cec7d856eed135f7,2,you need a real talk to assistant..it…,"you need a real talk to assistant..it would help us get the most out of your platform,..you get lost in the way to make music matter...",2023-06-27T20:06:09.000Z,"June 25, 2023",Edwin Balder,1,US,https://www.trustpilot.com/reviews/649b2511cec7d856eed135f7,https://www.trustpilot.com/users/649b2509469a430012e9fd73,you need a real talk to assistant..it…,you need a real talk to assistant..it…,"you need a real talk to assistant..it would help us get the most out of your platform,..you get lost in the way to make music matter...","you need a real talk to assistant..it would help us get the most out of your platform,..you get lost in the way to make music matter..."
649527c19f7435820bb02389,1,I purchased a vocal job and never received any stems,I purchased a vocal job and never received any stems. I complained to NYS AG office and they wrote to the AG office the matter would be resolved. I wrote to the AG office nothing is being done to resolve the issue. The AG office just wrote to say SoundBetter is not answering their request to resolve the issue. This thing has been going on for 7 months. Now I have to take it to small claims court.,2023-06-23T07:04:01.000Z,"October 27, 2022",Marlon B,5,US,https://www.trustpilot.com/reviews/649527c19f7435820bb02389,https://www.trustpilot.com/users/6245e603c763a90013b1dbda,I purchased a vocal job and never received any stems,i purchased a vocal job and never received any stems,I purchased a vocal job and never received any stems. I complained to NYS AG office and they wrote to the AG office the matter would be resolved. I wrote to the AG office nothing is being done to resolve the issue. The AG office just wrote to say SoundBetter is not answering their request to resolve the issue. This thing has been going on for 7 months. Now I have to take it to small claims court.,i purchased a vocal job and never received any stems. i complained to nys ag office and they wrote to the ag office the matter would be resolved. i wrote to the ag office nothing is being done to resolve the issue. the ag office just wrote to say soundbetter is not answering their request to resolve the issue. this thing has been going on for 7 months. now i have to take it to small claims court.
