Unnamed: 0,star_rating,review_title,review_content,date_of_rating,date_of_experience,reviewer_name,num_reviews,country,review_link,profile_link,title_clean,title_clean_lower,content_clean,content_clean_lower
65c0d45620b83b8bcf2402c3,1,Don't waste your money!,"I can not recommend their services. I paid €80 for like 8 reviews on my song, it got placed on only one playlist with 1-2k likes. Despite this, most of the reviews where very positive, but none of them actually put me in their playlist except one. After multiple months of being placed in the playlist my song has received only 20-30 streams which leads me to believe the followers are fake.I have tried contacting them for a refund as clearly I should not be paying €80 for this nonsense. But they instead blamed me for the bad service and did not offer any solutions. They will never provide a refund to my payment method and they said unused credits will be received back but all I received was a laughable 5$...All I can say is: no customer service, does not do what they claim, in fact does nothing at all. Don't waste your money!",2024-02-05T14:28:07.000Z,"December 21, 2023",Floris Voskamp,3,NL,https://www.trustpilot.com/reviews/65c0d45620b83b8bcf2402c3,https://www.trustpilot.com/users/637a5d9d03948900132598dc,Don't waste your money!,don't waste your money!,"I can not recommend their services. I paid €80 for like 8 reviews on my song, it got placed on only one playlist with 1-2k likes. Despite this, most of the reviews where very positive, but none of them actually put me in their playlist except one. After multiple months of being placed in the playlist my song has received only 20-30 streams which leads me to believe the followers are fake.I have tried contacting them for a refund as clearly I should not be paying €80 for this nonsense. But they instead blamed me for the bad service and did not offer any solutions. They will never provide a refund to my payment method and they said unused credits will be received back but all I received was a laughable 5$...All I can say is no customer service, does not do what they claim, in fact does nothing at all. Don't waste your money!","i can not recommend their services. i paid €80 for like 8 reviews on my song, it got placed on only one playlist with 1-2k likes. despite this, most of the reviews where very positive, but none of them actually put me in their playlist except one. after multiple months of being placed in the playlist my song has received only 20-30 streams which leads me to believe the followers are fake.i have tried contacting them for a refund as clearly i should not be paying €80 for this nonsense. but they instead blamed me for the bad service and did not offer any solutions. they will never provide a refund to my payment method and they said unused credits will be received back but all i received was a laughable 5$...all i can say is no customer service, does not do what they claim, in fact does nothing at all. don't waste your money!"
65bfa698107f86a7e9aaaffd,5,Thank you very much!!,"I am delighted with all the support that ""SC"" offers, I highly recommend it to emerging artists🙌✨",2024-02-04T17:00:41.000Z,"February 04, 2024",Ramón Aguilar,1,MX,https://www.trustpilot.com/reviews/65bfa698107f86a7e9aaaffd,https://www.trustpilot.com/users/65bfa67feeb70200128adbfa,Thank you very much!!,thank you very much!!,"I am delighted with all the support that ""SC"" offers, I highly recommend it to emerging artists","i am delighted with all the support that ""sc"" offers, i highly recommend it to emerging artists"
65bf583642cb04466c1a1341,5,This easy way to make your own music…,This easy way to make your own music appear on playlists. It was clear and efficient to work with the Sound campaign. Big thanks to you,2024-02-04T11:26:15.000Z,"February 04, 2024",Seppo Reinikainen,1,FI,https://www.trustpilot.com/reviews/65bf583642cb04466c1a1341,https://www.trustpilot.com/users/65bf58301fc019001369f732,This easy way to make your own music…,this easy way to make your own music…,This easy way to make your own music appear on playlists. It was clear and efficient to work with the Sound campaign. Big thanks to you,this easy way to make your own music appear on playlists. it was clear and efficient to work with the sound campaign. big thanks to you
65a566f533059d29b291c362,5,"Quick lauch, great value!","SoundCampaign makes the process so easy!I have gone through the motions with other promotional offerings before, and the amount of time searching for curators who may be a match is time consuming. In SoundCampaign, the interface to launch a campaign is easy to understand and it's very quick to launch a new campaign! Their staff chooses the curator playlists based on the band's input. Receiving another perspective as part of the service is an extremely helpful value-add.All of the feedback I received from curators was honest and useful, and I came away from my first campaign with my song on a new playlist with +15k listeners.Thank you SoundCampaign!",2024-01-15T19:10:13.000Z,"January 12, 2024",Rob Dreyer,1,US,https://www.trustpilot.com/reviews/65a566f533059d29b291c362,https://www.trustpilot.com/users/65a566e95682260012771118,"Quick lauch, great value!","quick lauch, great value!","SoundCampaign makes the process so easy!I have gone through the motions with other promotional offerings before, and the amount of time searching for curators who may be a match is time consuming. In SoundCampaign, the interface to launch a campaign is easy to understand and it's very quick to launch a new campaign! Their staff chooses the curator playlists based on the band's input. Receiving another perspective as part of the service is an extremely helpful value-add.All of the feedback I received from curators was honest and useful, and I came away from my first campaign with my song on a new playlist with 15k listeners.Thank you SoundCampaign!","soundcampaign makes the process so easy!i have gone through the motions with other promotional offerings before, and the amount of time searching for curators who may be a match is time consuming. in soundcampaign, the interface to launch a campaign is easy to understand and it's very quick to launch a new campaign! their staff chooses the curator playlists based on the band's input. receiving another perspective as part of the service is an extremely helpful value-add.all of the feedback i received from curators was honest and useful, and i came away from my first campaign with my song on a new playlist with 15k listeners.thank you soundcampaign!"
65a122e0d103bb68a70aa97f,5,I recommend trying your best at it!,It is a big help to get your music out there so that it can be known and shared around the world. The industry is huge so having platforms like this really helps. It has a fair quick response and the reviews/ advices are also helpful regardless. I recommend trying your best at it!,2024-01-12T13:30:40.000Z,"January 12, 2024",Sandra Maguir,2,ES,https://www.trustpilot.com/reviews/65a122e0d103bb68a70aa97f,https://www.trustpilot.com/users/63381d24a8f3e60012ab2dda,I recommend trying your best at it!,i recommend trying your best at it!,It is a big help to get your music out there so that it can be known and shared around the world. The industry is huge so having platforms like this really helps. It has a fair quick response and the reviews/ advices are also helpful regardless. I recommend trying your best at it!,it is a big help to get your music out there so that it can be known and shared around the world. the industry is huge so having platforms like this really helps. it has a fair quick response and the reviews/ advices are also helpful regardless. i recommend trying your best at it!
659afa5396a471f91b293342,5,Constructive criticism,"I enjoyed checking out the reviews I got. It allowed me to get a more professional review of my music. Although i did not get my song on a playlist, the review helped me feel that i was on the right track. I appreciate the constructive criticism and take that advice to make my next song better.",2024-01-07T21:24:03.000Z,"January 02, 2024",Rocio Tupac,1,CA,https://www.trustpilot.com/reviews/659afa5396a471f91b293342,https://www.trustpilot.com/users/659afa462e8952001274fba5,Constructive criticism,constructive criticism,"I enjoyed checking out the reviews I got. It allowed me to get a more professional review of my music. Although i did not get my song on a playlist, the review helped me feel that i was on the right track. I appreciate the constructive criticism and take that advice to make my next song better.","i enjoyed checking out the reviews i got. it allowed me to get a more professional review of my music. although i did not get my song on a playlist, the review helped me feel that i was on the right track. i appreciate the constructive criticism and take that advice to make my next song better."
65bfd1eb1a497b1bbcbb30ad,4,Placement is great,"Placement is great, the durations on the playlists sometimes only last a week though the exposure is good.",2024-02-04T20:05:31.000Z,"February 04, 2024",Jason Kyle Lambson,2,US,https://www.trustpilot.com/reviews/65bfd1eb1a497b1bbcbb30ad,https://www.trustpilot.com/users/603536412cbb9e00192f2eb8,Placement is great,placement is great,"Placement is great, the durations on the playlists sometimes only last a week though the exposure is good.","placement is great, the durations on the playlists sometimes only last a week though the exposure is good."
65c64c7d6bf4d531adf5ed77,5,Valuable feedback for my tracks,Valuable feedback for my tracks. Highly recommend!,2024-02-09T18:02:05.000Z,"February 01, 2024",NordVPN Customer,3,CH,https://www.trustpilot.com/reviews/65c64c7d6bf4d531adf5ed77,https://www.trustpilot.com/users/623f45e00528640012b62ff4,Valuable feedback for my tracks,valuable feedback for my tracks,Valuable feedback for my tracks. Highly recommend!,valuable feedback for my tracks. highly recommend!
6573691ab560fd66259d4a5e,5,Great Service and Playlisters,"Great Service and Playlisters. I liked the Reviews and Tips. Please do not send my Tracks to Jens aka Gobi Desserts anymore. He expects more the Sound from Techno Superstars, gave me also advices, which I appreciated well. But I wouldn’t never copy someone else Styles, like many ideasless Producer Copycats do ;-)",2023-12-08T21:06:03.000Z,"December 08, 2023",Walter Milezki,2,DE,https://www.trustpilot.com/reviews/6573691ab560fd66259d4a5e,https://www.trustpilot.com/users/64ea47b806be1a0012458377,Great Service and Playlisters,great service and playlisters,"Great Service and Playlisters. I liked the Reviews and Tips. Please do not send my Tracks to Jens aka Gobi Desserts anymore. He expects more the Sound from Techno Superstars, gave me also advices, which I appreciated well. But I wouldn’t never copy someone else Styles, like many ideasless Producer Copycats do ;-)","great service and playlisters. i liked the reviews and tips. please do not send my tracks to jens aka gobi desserts anymore. he expects more the sound from techno superstars, gave me also advices, which i appreciated well. but i wouldn’t never copy someone else styles, like many ideasless producer copycats do ;-)"
65a52f330a815b003cea9321,5,Happy to share music,It has been very nice to use this service and to have obtained the result of having our music included in some playlists. thank you,2024-01-15T15:12:20.000Z,"January 09, 2024",Claudio Fontana,1,IT,https://www.trustpilot.com/reviews/65a52f330a815b003cea9321,https://www.trustpilot.com/users/65a52f0b38ada20012a16e34,Happy to share music,happy to share music,It has been very nice to use this service and to have obtained the result of having our music included in some playlists. thank you,it has been very nice to use this service and to have obtained the result of having our music included in some playlists. thank you
65a997c5c057a660fa1fc15e,5,Regular Updates & Useful Reviews,They regularly kept me updated on the progress of the campaign and the reviews from the playlist curators were useful.,2024-01-19T06:19:46.000Z,"December 28, 2023",Amaka Ekwo,1,GB,https://www.trustpilot.com/reviews/65a997c5c057a660fa1fc15e,https://www.trustpilot.com/users/65a997b9e93ed40011c723c9,Regular Updates & Useful Reviews,regular updates & useful reviews,They regularly kept me updated on the progress of the campaign and the reviews from the playlist curators were useful.,they regularly kept me updated on the progress of the campaign and the reviews from the playlist curators were useful.
65a86d7f442f658545e1624d,5,The SoundCampaign team is very active…,The SoundCampaign team is very active in helping out artists and curators who reach out to them,2024-01-18T02:14:55.000Z,"January 18, 2024",Melchi Vepouyoum,2,DE,https://www.trustpilot.com/reviews/65a86d7f442f658545e1624d,https://www.trustpilot.com/users/6592e0bca6ef86001238ea6a,The SoundCampaign team is very active…,the soundcampaign team is very active…,The SoundCampaign team is very active in helping out artists and curators who reach out to them,the soundcampaign team is very active in helping out artists and curators who reach out to them
65a6bd3501fab69d2e6005f3,1,Scam,Not worth to pay 80$ to get up to 9 curators to review your song. It’s not even guaranteed that 9 will review it. I have used them 3 times & i only experienced up to 6. So already there it’s a scam. Also if u get added to a playlist they remove you from the playlist after 1 week. Better to go to someone else than Soundcamps. Absolute scam & they take zero responsibilty for their actions.,2024-01-16T19:30:30.000Z,"January 16, 2024",Sean Herbert,2,NO,https://www.trustpilot.com/reviews/65a6bd3501fab69d2e6005f3,https://www.trustpilot.com/users/5f6318d9591e8199eff08b29,Scam,scam,Not worth to pay 80$ to get up to 9 curators to review your song. It’s not even guaranteed that 9 will review it. I have used them 3 times & i only experienced up to 6. So already there it’s a scam. Also if u get added to a playlist they remove you from the playlist after 1 week. Better to go to someone else than Soundcamps. Absolute scam & they take zero responsibilty for their actions.,not worth to pay 80$ to get up to 9 curators to review your song. it’s not even guaranteed that 9 will review it. i have used them 3 times & i only experienced up to 6. so already there it’s a scam. also if u get added to a playlist they remove you from the playlist after 1 week. better to go to someone else than soundcamps. absolute scam & they take zero responsibilty for their actions.
65a162349c33e35b18609ac2,4,Quick and fast responses,"Quick and fast responses, very honest campaign managers and great feedback from curators.",2024-01-12T18:00:53.000Z,"December 20, 2023",Blyme,1,BR,https://www.trustpilot.com/reviews/65a162349c33e35b18609ac2,https://www.trustpilot.com/users/65a16226cf92d2001394a5f7,Quick and fast responses,quick and fast responses,"Quick and fast responses, very honest campaign managers and great feedback from curators.","quick and fast responses, very honest campaign managers and great feedback from curators."
65a159f4bbdbb759538c4c57,4,Useful feedback,"Different, constructive feedbacks from various curators.",2024-01-12T17:25:40.000Z,"January 12, 2024",Ahead Of Myself,1,DE,https://www.trustpilot.com/reviews/65a159f4bbdbb759538c4c57,https://www.trustpilot.com/users/65a159cecf92d2001394a089,Useful feedback,useful feedback,"Different, constructive feedbacks from various curators.","different, constructive feedbacks from various curators."
65a0903bb03d6332d6a7ca8c,5,Excellent feedback and exposure.,,2024-01-12T03:05:00.000Z,"January 11, 2024",Leif Riggs,1,US,https://www.trustpilot.com/reviews/65a0903bb03d6332d6a7ca8c,https://www.trustpilot.com/users/6434d2bd5d1c3800149e2c0a,Excellent feedback and exposure.,excellent feedback and exposure.,,
659f96699dc9fb53cddd2f55,5,The service and user interface seems above average,"The service, although a little expensive provides what it advertises. Visibility and exposure to curators.",2024-01-11T09:19:06.000Z,"January 10, 2024",alan,1,US,https://www.trustpilot.com/reviews/659f96699dc9fb53cddd2f55,https://www.trustpilot.com/users/659f964356e23c00125d8d28,The service and user interface seems above average,the service and user interface seems above average,"The service, although a little expensive provides what it advertises. Visibility and exposure to curators.","the service, although a little expensive provides what it advertises. visibility and exposure to curators."
659e887c475b41c422d1dcbb,5,Soundcampaig helps musicians,"Soundcampaig helps musicians, artists and labels to submit their music in an orderly and transparent way to the Music Curators and playlisters of the world.In my case as a Music Curator and Playlister, I feel satisfied with Soundcampaing, for the way they treat their users and for the large number of professional playlisters they have in their repertoire.",2024-01-10T14:07:24.000Z,"January 10, 2024",Furia XTR (Marco Octavio),1,ES,https://www.trustpilot.com/reviews/659e887c475b41c422d1dcbb,https://www.trustpilot.com/users/659e8873baa6aa00125ee5be,Soundcampaig helps musicians,soundcampaig helps musicians,"Soundcampaig helps musicians, artists and labels to submit their music in an orderly and transparent way to the Music Curators and playlisters of the world.In my case as a Music Curator and Playlister, I feel satisfied with Soundcampaing, for the way they treat their users and for the large number of professional playlisters they have in their repertoire.","soundcampaig helps musicians, artists and labels to submit their music in an orderly and transparent way to the music curators and playlisters of the world.in my case as a music curator and playlister, i feel satisfied with soundcampaing, for the way they treat their users and for the large number of professional playlisters they have in their repertoire."
6599b0faf18de5b8cf044dce,1,Absolute waste of money I can’t believe…,Absolute waste of money I can’t believe these guys haven’t been shut down by the feds yet! I didn’t get one stream after paying $200. I asked for my money back and they just laughed.,2024-01-06T21:58:50.000Z,"December 20, 2023",Alex Holder,2,,https://www.trustpilot.com/reviews/6599b0faf18de5b8cf044dce,https://www.trustpilot.com/users/5c199e864b973c6bc08eb345,Absolute waste of money I can’t believe…,absolute waste of money i can’t believe…,Absolute waste of money I can’t believe these guys haven’t been shut down by the feds yet! I didn’t get one stream after paying $200. I asked for my money back and they just laughed.,absolute waste of money i can’t believe these guys haven’t been shut down by the feds yet! i didn’t get one stream after paying $200. i asked for my money back and they just laughed.
65981e22826c3655c8793c52,5,I had a very good experience with…,I had a very good experience with soundcampaign. They helped meto get on a lot of playlists :-),2024-01-05T17:20:03.000Z,"January 05, 2024",Nick Ben,1,DE,https://www.trustpilot.com/reviews/65981e22826c3655c8793c52,https://www.trustpilot.com/users/65981dbff1da4e0012a23945,I had a very good experience with…,i had a very good experience with…,I had a very good experience with soundcampaign. They helped meto get on a lot of playlists -),i had a very good experience with soundcampaign. they helped meto get on a lot of playlists -)
65968df4e0f1a2ce077e5aaf,5,Great place for working as a curator,,2024-01-04T12:52:37.000Z,"January 04, 2024",Pablo García,2,ES,https://www.trustpilot.com/reviews/65968df4e0f1a2ce077e5aaf,https://www.trustpilot.com/users/657c965ea9248200126ff751,Great place for working as a curator,great place for working as a curator,,
65963e8f439abe22c1676b05,5,A solid platform,"They have a great team in developing the platform constantly. Customer support is human so we can chat and solve any inconvenience we have, that's pretty important as we curators use the platforms: interesting music to check and a professional team.",2024-01-04T07:13:52.000Z,"January 04, 2024",Daniel Mena,4,EC,https://www.trustpilot.com/reviews/65963e8f439abe22c1676b05,https://www.trustpilot.com/users/646fa211991bb4001294214b,A solid platform,a solid platform,"They have a great team in developing the platform constantly. Customer support is human so we can chat and solve any inconvenience we have, that's pretty important as we curators use the platforms interesting music to check and a professional team.","they have a great team in developing the platform constantly. customer support is human so we can chat and solve any inconvenience we have, that's pretty important as we curators use the platforms interesting music to check and a professional team."
659465e747b567ef6be78090,1,Spend Your Money Elsewhere,"So I've recently used these guys a couple of times and ran multiple campaigns. The short answer is spend your money elsewhere. First off you don't really have any control over what playlists are chosen although you do get to choose genres. The problem I've learned with these type of campaigns is that curators might not always agree on genres. Second, everyone has an opinion, meaning in order for your music to get on a playlist a curator has to like it and that could differ from day to day and the mood they just happen to be in at the time. I literally had multiple reviews that said ""we love your song and your so talented!"" but nope we're skipping this one because it doesn't fit our playlist mood..."" I will also say that their curator/playlist picks for your music are questionable from what I have witnessed. The service also doesn't result in organic followers like other services do that I have used and ultimately this service doesn't really deliver in my opinion and they don't refund either.  At the time of writing this review I have another campaign on the same tracks with another service that has resulted in 3000 streams in the last 3 days with organic followers because they use a different methodology that hits people not curators. My advice? Don't rely on the curator game to get your music out there to people who would really like it. Instead use services that get your music seen across the internet to normal people and let them decide. It's a simple numbers game. If you're relying on a curator it's like only betting on black at the roulette table. Instead opt for services that spread your music using more proven methods that result in way more streams and followers. Also these guys don't really let you respond to curators either. You just get to rate their review and select from three options as your response. Don't waste your time or money with these people.",2024-01-02T21:37:11.000Z,"January 01, 2024",SR,1,US,https://www.trustpilot.com/reviews/659465e747b567ef6be78090,https://www.trustpilot.com/users/659461dda6ef86001239ebaa,Spend Your Money Elsewhere,spend your money elsewhere,"So I've recently used these guys a couple of times and ran multiple campaigns. The short answer is spend your money elsewhere. First off you don't really have any control over what playlists are chosen although you do get to choose genres. The problem I've learned with these type of campaigns is that curators might not always agree on genres. Second, everyone has an opinion, meaning in order for your music to get on a playlist a curator has to like it and that could differ from day to day and the mood they just happen to be in at the time. I literally had multiple reviews that said ""we love your song and your so talented!"" but nope we're skipping this one because it doesn't fit our playlist mood..."" I will also say that their curator/playlist picks for your music are questionable from what I have witnessed. The service also doesn't result in organic followers like other services do that I have used and ultimately this service doesn't really deliver in my opinion and they don't refund either.  At the time of writing this review I have another campaign on the same tracks with another service that has resulted in 3000 streams in the last 3 days with organic followers because they use a different methodology that hits people not curators. My advice? Don't rely on the curator game to get your music out there to people who would really like it. Instead use services that get your music seen across the internet to normal people and let them decide. It's a simple numbers game. If you're relying on a curator it's like only betting on black at the roulette table. Instead opt for services that spread your music using more proven methods that result in way more streams and followers. Also these guys don't really let you respond to curators either. You just get to rate their review and select from three options as your response. Don't waste your time or money with these people.","so i've recently used these guys a couple of times and ran multiple campaigns. the short answer is spend your money elsewhere. first off you don't really have any control over what playlists are chosen although you do get to choose genres. the problem i've learned with these type of campaigns is that curators might not always agree on genres. second, everyone has an opinion, meaning in order for your music to get on a playlist a curator has to like it and that could differ from day to day and the mood they just happen to be in at the time. i literally had multiple reviews that said ""we love your song and your so talented!"" but nope we're skipping this one because it doesn't fit our playlist mood..."" i will also say that their curator/playlist picks for your music are questionable from what i have witnessed. the service also doesn't result in organic followers like other services do that i have used and ultimately this service doesn't really deliver in my opinion and they don't refund either.  at the time of writing this review i have another campaign on the same tracks with another service that has resulted in 3000 streams in the last 3 days with organic followers because they use a different methodology that hits people not curators. my advice? don't rely on the curator game to get your music out there to people who would really like it. instead use services that get your music seen across the internet to normal people and let them decide. it's a simple numbers game. if you're relying on a curator it's like only betting on black at the roulette table. instead opt for services that spread your music using more proven methods that result in way more streams and followers. also these guys don't really let you respond to curators either. you just get to rate their review and select from three options as your response. don't waste your time or money with these people."
65937dce270c8be5fca925c2,5,The company is thorough.,,2024-01-02T05:06:55.000Z,"January 01, 2024",Alden Brown,1,US,https://www.trustpilot.com/reviews/65937dce270c8be5fca925c2,https://www.trustpilot.com/users/65937db78c2024001270c370,The company is thorough.,the company is thorough.,,
